PERMNO,DIVAMT,EXDT
76675,0.0655,20130313
76675,0.0655,20130411
76675,0.0655,20130513
76675,0.0655,20130612
76675,0.0655,20130711
76675,0.0655,20130813
76675,0.0655,20130911
76675,0.0655,20131010
76675,0.0655,20131113
76675,0.0655,20131211
76675,0.0012,20131211
76675,0.0685,20140113
76675,0.0685,20140212
76675,0.0685,20140312
76675,0.0685,20140411
76675,0.0685,20140513
76675,0.0685,20140611
76675,0.0685,20140711
76675,0.0685,20140813
76675,0.0685,20140911
76675,0.0685,20141010
76675,0.0685,20141112
76675,0.0685,20141211
76675,0.0685,20150113
76675,0.0685,20150211
76675,0.0685,20150311
76675,0.0685,20150413
76675,0.0685,20150513
76675,0.0685,20150611
76675,0.0685,20150713
76675,0.0685,20150812
76675,0.0685,20150911
76675,0.0685,20151013
76675,0.0685,20151110
76675,0.0016,20151211
76675,0.0685,20151211
76675,0.0685,20160113
76675,0.0685,20160210
76675,0.0685,20160311
76675,0.0548,20160406
76676,,
76677,,
76678,,
76679,,
76680,,
76681,,
76683,,
76684,0.24,20100303
76684,0.24,20100602
76684,0.24,20100901
76684,0.24,20101202
76684,0.24,20110302
76684,0.24,20110602
76684,0.24,20110901
76684,0.24,20111201
76684,0.24,20120301
76684,0.24,20120601
76684,0.24,20120831
76684,0.24,20121203
76684,0.24,20130301
76684,0.24,20130603
76684,0.24,20130903
76684,0.24,20131203
76684,0.24,20140303
76684,0.24,20140603
76684,0.24,20140903
76684,0.24,20141203
76684,0.24,20150303
76684,0.24,20150603
76684,0.24,20150902
76684,0.24,20151202
76684,0.24,20160302
76684,0.24,20160602
76684,0.24,20160901
76684,0.24,20161201
76685,,
76686,0.025,20110428
76686,0.025,20110729
76686,0.025,20111116
76686,0.025,20120208
76686,0.025,20120427
76686,0.025,20120730
76686,0.025,20121031
76686,0.025,20130130
76686,0.03125,20130429
76686,0.03125,20130730
76686,0.03125,20131030
76686,0.0375,20140129
76686,0.0375,20140429
76686,0.0375,20140730
76686,0.0375,20141029
76686,0.0375,20150128
76686,0.0375,20150429
76686,0.0375,20150729
76686,0.0425,20151028
76686,0.0425,20160128
76686,0.0425,20160428
76686,0.0425,20160728
76686,0.0425,20161028
76687,,
76688,,
76689,,
76690,,
76691,,
76692,,
76693,,
76694,,
76695,,
76696,,
76697,,
76698,,
76699,,
76700,,
76701,,
76702,,
76703,,
76704,,
76705,,
76706,,
76707,,
76708,0.1,20100611
76708,0.12,20101208
76708,0.12,20110616
76708,0.15,20111206
76708,0.15,20120619
76708,0.17,20121128
76708,0.17,20130605
76708,0.17,20131204
76708,0.17,20140604
76708,0.18,20141203
76708,0.18,20150603
76708,0.18,20151202
76708,0.18,20160601
76708,0.18,20161130
76709,,
76710,,
76711,0.04,20100209
76711,0.04,20100511
76711,0.04,20100903
76711,0.04,20101108
76711,0.06,20110208
76711,0.06,20110509
76711,0.06,20110906
76711,0.06,20111108
76711,0.06,20120206
76711,0.06,20120507
76711,0.06,20120831
76711,0.06,20121106
76711,0.06,20130208
76711,0.06,20130503
76711,0.06,20130829
76711,0.06,20131101
76712,0.04,20121026
76712,0.04,20130130
76712,0.04,20130429
76712,0.04,20130730
76712,0.04,20131030
76712,0.05,20140130
76712,0.05,20140429
76712,0.05,20140730
76712,0.05,20141030
76712,0.1,20150130
76712,0.1,20150501
76712,0.1,20150730
76712,0.1,20151029
76712,0.11,20160129
76712,0.11,20160428
76712,0.11,20160728
76712,0.11,20161028
76713,,
76714,,
76715,,
76716,,
76717,,
76718,,
76719,,
76720,,
76721,,
76722,0.15,20100311
76722,0.15,20100610
76722,0.15,20100909
76722,0.15,20101209
76722,0.15,20110310
76722,0.15,20110609
76722,0.15,20110908
76722,0.15,20111208
76722,0.15,20120312
76722,0.15,20120611
76722,0.15,20120910
76722,0.1,20121210
76722,0.1,20130311
76722,0.1,20130610
76722,0.1,20130909
76722,0.1,20131209
76722,0.1,20140317
76722,0.1,20140609
76722,0.1,20140908
76722,0.1,20141208
76722,0.1,20150317
76722,0.1,20150609
76722,0.1,20150908
76722,0.1,20151208
76722,0.1,20160311
76722,0.1,20160610
76722,0.1,20160912
76722,0.1,20161207
76723,,
76724,,
76725,,
76727,,
76728,,
76729,,
76730,,
76731,,
76732,0.75,20130313
76732,0.75,20130612
76732,0.75,20130906
76732,0.75,20131206
76732,0.75,20140312
76732,0.75,20140616
76732,0.75,20140908
76732,0.875,20141201
76732,0.875,20150311
76732,0.875,20150610
76732,0.875,20150909
76732,0.92,20151209
76732,0.92,20160316
76732,0.92,20160615
76732,0.92,20160914
76732,0.97,20161214
76733,,
76734,,
76735,,
76736,,
76737,,
76738,,
76739,,
76740,,
76741,,
76742,,
76743,,
76744,,
76745,,
76746,,
76747,,
76748,,
76749,,
76750,0.07,20100407
76750,0.09,20100604
76750,0.09,20100902
76750,0.12,20101201
76750,0.08,20110304
76750,0.08,20110603
76750,0.09,20110901
76750,0.09,20111209
76750,0.09,20120308
76750,0.1,20120531
76750,0.1,20120906
76750,0.1,20121207
76750,0.1,20121207
76750,0.11,20130529
76750,0.11,20130815
76750,0.11,20131212
76750,0.11,20140314
76750,0.13,20140529
76750,0.13,20140814
76750,0.13,20141212
76750,0.13,20150313
76750,0.15,20150528
76750,0.15,20150813
76750,0.15,20151210
76750,0.15,20160311
76750,0.17,20160601
76750,0.17,20160818
76750,0.17,20161209
76751,,
76752,0.125,20161129
76753,,
76754,,
76755,,
76756,,
76757,,
76758,,
76759,,
76760,0.20784,20100223
76760,0.21396,20100518
76760,0.2103,20100831
76760,0.13452,20101116
76760,0.13522,20110222
76760,0.02386,20110222
76760,0.02429,20110517
76760,0.13767,20110517
76760,0.0833,20110830
76760,0.05512,20110830
76760,0.0147,20110830
76760,0.31238,20110830
76760,0.06727,20120320
76760,0.37841,20120320
76761,,
76762,,
76763,,
76764,,
76765,,
76766,,
76767,,
76768,,
76769,,
76770,,
76771,,
76772,,
76773,,
76774,,
76775,,
76776,,
76777,,
76778,,
76779,,
76780,,
76781,,
76782,,
76783,,
76784,,
76785,,
76786,,
76787,,
76788,,
76789,,
76790,,
76791,,
76792,,
76793,,
76794,,
76795,,
76796,,
76797,,
76798,,
76799,,
76801,,
76802,,
76803,,
76804,,
76805,,
76806,,
76807,,
76808,,
76809,,
76815,,
76816,,
76818,0.0675,20100113
76818,0.0675,20100210
76818,0.069,20100311
76818,0.069,20100413
76818,0.069,20100512
76818,0.072,20100611
76818,0.072,20100713
76818,0.072,20100811
76818,0.072,20100913
76818,0.072,20101013
76818,0.072,20101110
76818,0.072,20101213
76818,0.00439,20101213
76818,0.072,20110112
76818,0.072,20110211
76818,0.072,20110311
76818,0.072,20110413
76818,0.072,20110511
76818,0.072,20110613
76818,0.072,20110713
76818,0.072,20110811
76818,0.073,20110913
76818,0.073,20111012
76818,0.073,20111110
76818,0.073,20111213
76818,0.073,20120111
76818,0.073,20120213
76818,0.073,20120313
76818,0.073,20120411
76818,0.073,20120511
76818,0.073,20120613
76818,0.073,20120711
76818,0.073,20120813
76818,0.073,20120912
76818,0.073,20121011
76818,0.073,20121113
76818,0.073,20121212
76818,0.073,20130111
76818,0.073,20130213
76818,0.073,20130313
76818,0.073,20130411
76818,0.073,20130513
76818,0.073,20130612
76818,0.073,20130711
76818,0.073,20130813
76818,0.073,20130911
76818,0.073,20131010
76818,0.073,20131113
76818,0.0048,20131211
76818,0.073,20131211
76818,0.073,20140113
76818,0.073,20140212
76818,0.073,20140312
76818,0.073,20140411
76818,0.073,20140513
76818,0.073,20140611
76818,0.073,20140711
76818,0.073,20140813
76818,0.073,20140911
76818,0.073,20141010
76818,0.073,20141112
76818,0.073,20141211
76818,0.073,20150113
76818,0.073,20150211
76818,0.073,20150311
76818,0.073,20150413
76818,0.073,20150513
76818,0.073,20150611
76818,0.073,20150713
76818,0.073,20150812
76818,0.073,20150911
76818,0.073,20151013
76818,0.073,20151110
76818,0.0023,20151211
76818,0.073,20151211
76818,0.073,20160113
76818,0.073,20160210
76818,0.073,20160311
76818,0.066,20160406
76819,,
76820,,
76821,,
76822,,
76823,,
76824,,
76825,,
76826,,
76827,,
76828,,
76829,,
76830,,
76831,,
76832,,
76833,,
76834,,
76835,,
76836,,
76837,,
76838,0.25,20110927
76838,0.25,20111222
76838,0.25,20120327
76838,0.25,20120625
76838,0.25,20120925
76838,0.5,20121213
76838,5,20121213
76838,0.25,20130327
76838,0.25,20130625
76838,0.25,20130925
76838,0.3,20131224
76838,0.3,20140326
76838,0.3,20140625
76838,0.3,20140924
76838,2.65,20141226
76838,0.31,20141226
76838,0.31,20150324
76838,0.31,20150623
76838,0.31,20150922
76838,1.31,20151222
76838,0.31,20160328
76838,0.31,20160622
76838,0.31,20160926
76838,5,20161221
76839,1.35,20100104
76839,2.3,20101214
76839,2.55,20121205
76839,1.5,20161123
76840,,
76841,,
76842,,
76843,,
76844,,
76845,,
76846,,
76847,0.05,20110413
76847,0.05,20110713
76847,0.05,20111012
76847,0.05,20120111
76847,0.05,20120411
76847,0.05,20120711
76847,0.05,20121011
76847,0.05,20121212
76847,0.05,20130417
76847,0.05,20130717
76847,0.05,20131016
76847,0.05,20140115
76847,0.05,20140415
76847,0.05,20140716
76847,0.05,20141015
76847,0.05,20150114
76847,0.05,20150415
76847,0.05,20150715
76847,0.05,20151014
76848,,
76849,,
76850,,
76851,,
76852,,
76854,,
76855,,
76856,0.125,20160226
76856,0.125,20160527
76856,0.125,20160808
76856,0.19,20161109
76857,,
76858,,
76859,,
76860,,
76861,,
76862,,
76863,,
76864,,
76865,,
76866,,
76867,,
76868,0.18,20100608
76868,0.18,20101129
76868,0.18,20110608
76868,0.12,20111129
76868,0.12,20120607
76868,0.24,20121129
76868,0.1,20130611
76868,0.1,20131127
76868,0.13,20140610
76868,0.09,20141128
76868,0.11,20150610
76868,0.11,20151130
76868,0.11,20160608
76868,0.13,20161130
76869,,
76870,,
76871,,
76872,,
76873,,
76874,,
76875,,
76876,,
76877,,
76878,,
76879,,
76880,,
76881,,
76882,,
76883,,
76884,,
76885,,
76886,,
76887,,
76888,,
76889,,
76890,,
76891,,
76892,0.24,20100210
76892,0.25,20100512
76892,0.25,20100811
76892,0.25,20101115
76892,0.25,20110209
76892,0.275,20110511
76892,0.275,20110810
76892,0.33,20111114
76892,0.33,20120213
76892,0.38,20120511
76892,0.38,20120815
76892,1.38,20121114
76892,0.38,20130213
76892,0.38,20130515
76892,0.38,20130814
76892,0.4,20131113
76892,0.4,20140212
76892,0.4,20140514
76892,0.4,20140813
76892,0.42,20141112
76892,0.42,20150211
76892,0.42,20150513
76892,0.42,20150812
76892,0.43,20151110
76892,0.43,20160210
76892,0.43,20160511
76892,0.43,20160810
76892,0.44,20161109
76893,,
76894,,
76895,,
76896,,
76897,,
76898,,
76899,,
76900,,
76901,,
76902,,
76903,,
76904,,
76905,,
76906,,
76907,,
76908,,
76909,,
76910,,
76911,,
76912,,
76913,,
76914,,
76915,,
76916,,
76917,,
76919,,
76920,,
76921,,
76922,,
76923,,
76924,,
76925,,
76926,,
76927,,
76928,,
76930,,
76931,,
76932,0.39679,20100210
76932,0.41537,20100512
76932,0.41111,20100811
76932,0.42376,20101110
76932,0.49197,20110211
76932,0.50926,20110511
76932,0.24872,20110811
76932,0.24144,20111110
76932,0.28198,20120213
76932,0.28213,20120511
76932,0.28495,20120813
76932,0.28261,20121113
76932,0.31331,20130213
76932,0.3117,20130513
76932,0.30586,20130813
76932,0.30038,20131113
76932,0.31652,20140212
76932,0.32126,20140513
76932,0.32,20140813
76932,0.30781,20141112
76932,0.37211,20150211
76932,0.38567,20150513
76932,0.35572,20150812
76932,0.35057,20151112
76932,0.38134,20160211
76932,0.411,20160512
76932,0.40575,20160811
76932,0.39543,20161110
76933,,
76934,2,20110503
76935,,
76936,,
76937,,
76938,,
76939,,
76940,,
76941,,
76942,,
76943,,
76944,,
76945,,
76946,,
76947,,
76948,0.5,20100107
76948,0.1,20120928
76948,0.12,20130221
76948,0.09,20130819
76948,0.12,20140225
76948,0.095,20140815
76948,0.081,20150219
76948,0.095,20150821
76948,0.09,20160229
76948,0.085,20160906
76949,,
76950,,
76951,,
76952,,
76953,,
76954,,
76955,,
76956,,
76957,,
76958,,
76959,,
76960,,
76961,0.05,20101229
76961,0.05,20110329
76961,0.05,20110628
76961,0.05,20110928
76961,0.07,20111228
76961,0.07,20120328
76961,0.07,20120627
76961,0.07,20120926
76961,0.15,20121227
76961,0.15,20130326
76961,0.15,20130626
76961,0.15,20130926
76961,0.02,20131227
76961,0.02,20140327
76961,0.02,20140626
76961,0.02,20140926
76961,0.02,20141229
76961,0.02,20150327
76961,0.02,20150626
76961,0.02,20150928
76961,0.02,20151229
76961,0.02,20160329
76961,0.02,20160628
76961,0.02,20160928
76961,0.07,20161228
76962,,
76963,,
76964,,
76965,,
76966,,
76967,,
76968,,
76969,,
76970,,
76971,,
76972,,
76973,,
76974,,
76975,,
76976,,
76977,,
76978,0.19,20121218
76979,,
76980,,
76981,,
76982,,
76983,,
76984,,
76985,,
76986,,
76987,,
76988,,
76989,,
76990,,
76991,,
76992,,
76993,,
76994,,
76995,,
76996,,
76997,,
76998,,
76999,,
77000,,
77001,,
77002,,
77003,,
77004,,
77005,,
77006,,
77007,,
77008,,
77009,,
77010,,
77011,,
77012,0.1,20100311
77012,0.1,20100503
77012,0.25,20100818
77012,0.25,20101126
77012,0.25,20110311
77012,0.25,20110503
77012,0.35,20110727
77012,0.35,20111110
77012,0.35,20120313
77012,0.45,20120613
77012,0.45,20120829
77012,0.45,20121114
77012,0.45,20130215
77012,0.45,20130524
77012,0.55,20130801
77012,0.55,20131127
77012,0.55,20140313
77012,0.65,20140522
77012,0.65,20140805
77012,0.65,20141117
77012,0.65,20150211
77012,0.65,20150526
77012,0.7,20150818
77012,0.7,20151123
77012,0.7,20160314
77012,0.7,20160527
77012,0.7,20160830
77012,0.7,20161116
77013,,
77014,,
77015,,
77016,,
77017,,
77018,,
77019,,
77020,,
77021,,
77022,,
77023,,
77024,,
77025,,
77026,,
77027,,
77028,,
77029,,
77030,,
77031,,
77032,,
77033,,
77034,,
77035,,
77036,,
77037,,
77038,,
77039,,
77040,,
77041,,
77042,,
77043,0.09,20100311
77043,0.09,20100611
77043,0.09,20100913
77043,0.01,20101213
77043,0.01,20110311
77043,0.01,20110613
77044,,
77045,0.03,20100112
77045,0.03,20100413
77045,0.03,20100713
77045,0.03,20101012
77045,0.03,20101213
77045,0.03,20110412
77045,0.035,20110712
77045,0.035,20111007
77045,0.035,20120110
77045,0.04,20120410
77045,0.04,20120710
77045,0.04,20121011
77045,0.04,20121210
77045,0.045,20130411
77045,0.045,20130718
77045,0.045,20131011
77046,,
77047,,
77048,,
77049,,
77052,,
77053,0.01,20100311
77053,0.01,20100611
77053,0.01,20100913
77053,0.01,20101213
77053,0.01,20110311
77055,,
77056,,
77057,0.575,20100329
77057,0.575,20100628
77057,0.605,20100928
77057,0.605,20101229
77057,0.615,20110329
77057,0.615,20110628
77057,0.615,20110928
77057,0.87,20111228
77057,0.65,20120328
77057,0.65,20120627
77057,0.67,20120926
77057,0.67,20121227
77057,0.22,20130108
77057,0.695,20130326
77057,0.735,20130626
77057,0.735,20130926
77057,0.735,20131227
77057,0.77,20140327
77057,0.77,20140626
77057,0.77,20140926
77057,0.77,20141229
77057,0.85,20150327
77057,0.85,20150626
77057,0.85,20150928
77057,0.85,20151229
77057,0.9,20160329
77057,0.9,20160628
77057,0.9,20160928
77057,0.9,20161228
77058,,
77059,,
77060,,
77061,,
77062,,
77063,,
77064,,
77065,,
77066,0.0037,20100628
77066,0.08128,20101221
77066,0.0821,20121219
77066,0.05258,20130626
77066,0.05412,20140626
77066,0.06185,20141217
77066,0.03591,20150626
77066,0.01379,20151216
77066,0.02765,20160628
77066,0.06592,20161221
77067,,
77068,,
77069,0.066,20100113
77069,0.066,20100210
77069,0.066,20100311
77069,0.066,20100413
77069,0.066,20100512
77069,0.07,20100611
77069,0.07,20100713
77069,0.07,20100811
77069,0.07,20100913
77069,0.07,20101013
77069,0.07,20101110
77069,0.07,20101213
77069,0.07,20110112
77069,0.07,20110211
77069,0.07,20110311
77069,0.07,20110413
77069,0.07,20110511
77069,0.07,20110613
77069,0.07,20110713
77069,0.07,20110811
77069,0.074,20110913
77069,0.074,20111012
77069,0.074,20111110
77069,0.074,20111213
77069,0.074,20120111
77069,0.074,20120213
77069,0.074,20120313
77069,0.074,20120411
77069,0.074,20120511
77069,0.074,20120613
77069,0.074,20120711
77069,0.074,20120813
77069,0.074,20120912
77069,0.074,20121011
77069,0.074,20121113
77069,0.074,20121212
77069,0.074,20130102
77069,0.074,20130213
77069,0.074,20130313
77069,0.074,20130411
77069,0.074,20130513
77069,0.074,20130612
77069,0.074,20130711
77069,0.074,20130813
77069,0.074,20130911
77069,0.074,20131010
77069,0.074,20131113
77069,0.0013,20131118
77069,0.074,20131211
77069,0.074,20140113
77069,0.074,20140212
77069,0.074,20140312
77069,0.074,20140411
77069,0.074,20140513
77069,0.074,20140611
77069,0.074,20140711
77069,0.074,20140813
77069,0.0705,20140911
77069,0.0705,20141010
77069,0.0705,20141112
77069,0.0002,20141120
77069,0.0675,20141211
77069,0.0675,20150113
77069,0.0675,20150211
77069,0.0675,20150311
77069,0.0675,20150413
77069,0.0675,20150513
77069,0.064,20150611
77069,0.064,20150713
77069,0.064,20150812
77069,0.064,20150911
77069,0.064,20151013
77069,0.064,20151110
77069,0.0035,20151118
77069,0.062,20151211
77069,0.062,20160113
77069,0.062,20160210
77069,0.062,20160311
77069,0.062,20160413
77069,0.062,20160511
77069,0.062,20160613
77069,0.062,20160713
77069,0.062,20160811
77069,0.0585,20160913
77069,0.0585,20161012
77069,0.0585,20161110
77069,0.0006,20161117
77069,0.056,20161213
77070,,
77071,0.074,20100113
77071,0.074,20100210
77071,0.074,20100311
77071,0.074,20100413
77071,0.074,20100512
77071,0.075,20100611
77071,0.075,20100713
77071,0.075,20100811
77071,0.075,20100913
77071,0.075,20101013
77071,0.075,20101110
77071,0.075,20101213
77071,0.075,20110112
77071,0.075,20110211
77071,0.075,20110311
77071,0.075,20110413
77071,0.075,20110511
77071,0.075,20110613
77071,0.075,20110713
77071,0.075,20110811
77071,0.08,20110913
77071,0.08,20111012
77071,0.08,20111110
77071,0.08,20111213
77071,0.08,20120111
77071,0.08,20120213
77071,0.08,20120313
77071,0.08,20120411
77071,0.08,20120511
77071,0.08,20120613
77071,0.08,20120711
77071,0.08,20120813
77071,0.08,20120912
77071,0.08,20121011
77071,0.08,20121113
77071,0.08,20121212
77071,0.08,20130111
77071,0.08,20130213
77071,0.08,20130313
77071,0.08,20130403
77071,0.0279,20130416
77071,0.08,20130513
77071,0.08,20130612
77071,0.08,20130711
77071,0.08,20130813
77071,0.08,20130911
77071,0.08,20131010
77071,0.08,20131113
77071,0.0051,20131118
77071,0.08,20131211
77071,0.08,20140113
77071,0.08,20140212
77071,0.08,20140312
77071,0.08,20140411
77071,0.08,20140513
77071,0.08,20140611
77071,0.08,20140711
77071,0.08,20140813
77071,0.074,20140911
77071,0.074,20141010
77071,0.074,20141112
77071,0.0027,20141120
77071,0.074,20141211
77071,0.074,20150113
77071,0.074,20150211
77071,0.07,20150311
77071,0.07,20150413
77071,0.07,20150513
77071,0.07,20150611
77071,0.07,20150713
77071,0.07,20150812
77071,0.067,20150911
77071,0.067,20151013
77071,0.067,20151110
77071,0.004,20151118
77071,0.067,20151211
77071,0.067,20160113
77071,0.067,20160210
77071,0.067,20160311
77071,0.067,20160413
77071,0.067,20160511
77071,0.065,20160613
77071,0.065,20160713
77071,0.065,20160811
77071,0.06,20160913
77071,0.06,20161012
77071,0.06,20161110
77071,0.0007,20161117
77071,0.0585,20161213
77072,,
77073,0.068,20100113
77073,0.068,20100210
77073,0.068,20100311
77073,0.068,20100413
77073,0.068,20100512
77073,0.0715,20100611
77073,0.0715,20100713
77073,0.0715,20100811
77073,0.0715,20100913
77073,0.0715,20101013
77073,0.0715,20101110
77073,0.0715,20101213
77073,0.0715,20110112
77073,0.0715,20110211
77073,0.0715,20110311
77073,0.0715,20110413
77073,0.0715,20110511
77073,0.0715,20110613
77073,0.0715,20110713
77073,0.0715,20110811
77073,0.0715,20110913
77073,0.0715,20111012
77073,0.0715,20111110
77073,0.0715,20111213
77073,0.0715,20120111
77073,0.0715,20120213
77073,0.0685,20120313
77073,0.0685,20120411
77073,0.0685,20120511
77073,0.064,20120613
77073,0.064,20120711
77073,0.064,20120813
77073,0.064,20120912
77073,0.064,20121011
77073,0.064,20121113
77073,0.061,20121212
77073,0.061,20130111
77073,0.061,20130213
77073,0.058,20130313
77073,0.058,20130411
77073,0.058,20130513
77073,0.058,20130612
77073,0.058,20130711
77073,0.058,20130813
77073,0.058,20130911
77073,0.058,20131010
77073,0.058,20131113
77073,0.0004,20131118
77073,0.058,20131211
77073,0.058,20140113
77073,0.058,20140212
77073,0.058,20140312
77073,0.058,20140411
77073,0.058,20140513
77073,0.058,20140611
77073,0.058,20140711
77073,0.058,20140813
77073,0.0545,20140911
77073,0.0545,20141010
77073,0.0545,20141112
77073,0.001,20141120
77073,0.0545,20141211
77073,0.0545,20150113
77073,0.0545,20150211
77073,0.0545,20150311
77073,0.0545,20150413
77073,0.0545,20150513
77073,0.0545,20150611
77073,0.0545,20150713
77073,0.0545,20150812
77073,0.0545,20150911
77073,0.0545,20151013
77073,0.0545,20151110
77073,0.0545,20151211
77073,0.0545,20160113
77073,0.0545,20160210
77073,0.0545,20160311
77073,0.0545,20160413
77073,0.0545,20160511
77073,0.0545,20160613
77073,0.0545,20160713
77073,0.0545,20160811
77073,0.0545,20160913
77073,0.0545,20161012
77073,0.0545,20161110
77073,0.0005,20161117
77073,0.0545,20161213
77074,,
77075,,
77076,,
77077,,
77078,1.54413,20100524
77078,1.54241,20101109
77078,1.5773,20110518
77078,0.81892,20110914
77078,0.80752,20111214
77078,0.75497,20120314
77078,0.76716,20120613
77078,0.69152,20120919
77078,0.76523,20121212
77078,0.80653,20130313
77078,0.77001,20130619
77078,0.78612,20130919
77078,0.78517,20131211
77078,0.80564,20140319
77078,0.81036,20140528
77078,0.81081,20140918
77078,0.75305,20141210
77078,0.68918,20150318
77078,0.67301,20150603
77078,0.68845,20150923
77078,0.66392,20151216
77078,0.6735,20160316
77078,0.68283,20160601
77078,0.68643,20160922
77078,0.65581,20161216
77079,,
77080,,
77081,,
77082,,
77083,,
77084,,
77085,,
77086,,
77087,0.06,20100319
77087,0.06,20100514
77087,0.06,20100817
77087,0.06,20101116
77087,0.06,20110318
77088,,
77089,,
77090,0.2,20100413
77090,0.2,20100628
77090,0.22,20101004
77090,0.22,20101229
77090,0.22,20110329
77090,0.22,20110628
77090,0.23,20111005
77090,0.23,20111228
77090,0.23,20120328
77090,0.23,20120627
77090,0.25,20120926
77090,0.25,20121218
77090,0.25,20130404
77090,0.25,20130626
77090,0.27,20130926
77090,0.27,20131227
77090,0.27,20140327
77090,0.27,20140626
77090,0.29,20140926
77090,0.29,20141229
77090,0.29,20150331
77090,0.29,20150626
77090,0.32,20150928
77090,0.32,20151229
77090,0.32,20160329
77090,0.32,20160628
77090,0.34,20160928
77090,0.34,20161228
77091,,
77092,,
77094,,
77095,,
77096,,
77097,,
77098,,
77099,,
77100,,
77101,,
77102,,
77103,,
77104,,
77105,,
77106,,
77107,,
77108,,
77109,,
77110,,
77111,,
77112,,
77113,,
77114,,
77116,0.08,20100113
77116,0.08,20100210
77116,0.08,20100311
77116,0.08,20100413
77116,0.08,20100512
77116,0.081,20100611
77116,0.081,20100713
77116,0.081,20100811
77116,0.081,20100913
77116,0.081,20101013
77116,0.081,20101110
77116,0.081,20101213
77116,0.081,20110112
77116,0.081,20110211
77116,0.081,20110311
77116,0.081,20110413
77116,0.081,20110511
77116,0.084,20110613
77116,0.084,20110713
77116,0.084,20110811
77116,0.0875,20110913
77116,0.0875,20111012
77116,0.0875,20111110
77116,0.0875,20111213
77116,0.0875,20120111
77116,0.0875,20120213
77116,0.0875,20120313
77116,0.0875,20120411
77116,0.0875,20120511
77116,0.0875,20120613
77116,0.0875,20120711
77116,0.0875,20120813
77116,0.0875,20120912
77116,0.0875,20121011
77116,0.0875,20121113
77116,0.085,20121212
77116,0.085,20130111
77116,0.085,20130213
77116,0.085,20130313
77116,0.085,20130411
77116,0.085,20130513
77116,0.085,20130612
77116,0.085,20130711
77116,0.085,20130813
77116,0.085,20130911
77116,0.085,20131010
77116,0.085,20131113
77116,0.0011,20131118
77116,0.085,20131211
77116,0.085,20140113
77116,0.085,20140212
77116,0.085,20140312
77116,0.085,20140411
77116,0.085,20140513
77116,0.1392,20140604
77116,0.085,20140604
77117,,
77118,,
77119,,
77120,0.08,20100311
77120,0.08,20100610
77120,0.08,20100916
77120,0.11,20101216
77120,0.11,20110317
77120,0.11,20110609
77120,0.11,20110915
77120,0.13,20111215
77120,0.13,20120315
77120,0.13,20120607
77120,0.13,20120913
77120,0.16,20121213
77120,0.195,20130314
77120,0.195,20130606
77120,0.195,20130913
77120,0.195,20131219
77120,0.23,20140313
77120,0.23,20140611
77120,0.23,20140912
77120,0.23,20141218
77120,0.25,20150312
77120,0.25,20150610
77120,0.25,20150914
77120,0.25,20151217
77120,0.265,20160317
77120,0.265,20160609
77120,0.265,20160913
77120,0.265,20161215
77121,,
77122,,
77123,,
77124,0.06,20100113
77124,0.06,20100211
77124,0.06,20100311
77124,0.06,20100413
77124,0.06,20100512
77124,0.06,20100611
77124,0.06,20100713
77124,0.06,20100812
77124,0.065,20100913
77124,0.065,20101013
77124,0.065,20101110
77124,0.065,20101213
77124,0.00288,20101221
77124,0.065,20110112
77124,0.065,20110211
77124,0.065,20110311
77124,0.065,20110413
77124,0.065,20110512
77124,0.0675,20110613
77124,0.0675,20110713
77124,0.0675,20110811
77124,0.0675,20110913
77124,0.0675,20111012
77124,0.0675,20111110
77124,0.0675,20111213
77124,0.01182,20111215
77124,0.07,20120112
77124,0.07,20120213
77124,0.07,20120313
77124,0.07,20120412
77124,0.07,20120511
77124,0.07,20120613
77124,0.07,20120712
77124,0.07,20120813
77124,0.07,20120912
77124,0.07,20121011
77124,0.07,20121113
77124,0.07,20121212
77124,0.00572,20121218
77124,0.07,20130111
77124,0.07,20130213
77124,0.07,20130313
77124,0.07,20130411
77124,0.07,20130513
77124,0.07,20130613
77124,0.07,20130711
77124,0.07,20130813
77124,0.07,20130912
77124,0.07,20131010
77124,0.07,20131113
77124,0.01029,20131212
77124,0.07,20131212
77124,0.07,20140113
77124,0.07,20140213
77124,0.07,20140313
77124,0.07,20140411
77124,0.07,20140513
77124,0.07,20140612
77124,0.07,20140711
77124,0.07,20140813
77124,0.07,20140911
77124,0.07,20141010
77124,0.07,20141113
77124,0.07,20141211
77124,0.07,20150113
77124,0.07,20150212
77124,0.07,20150312
77124,0.07,20150413
77124,0.07,20150513
77124,0.07,20150611
77124,0.07,20150713
77124,0.07,20150813
77124,0.07,20150911
77124,0.07,20151013
77124,0.07,20151112
77124,0.07,20151211
77124,0.07,20160113
77124,0.07,20160211
77124,0.07,20160311
77124,0.07,20160413
77124,0.07,20160512
77124,0.07,20160613
77124,0.07,20160713
77124,0.07,20160811
77124,0.07,20160913
77124,0.07,20161013
77124,0.07,20161110
77124,0.07,20161213
77125,,
77126,0.063,20100113
77126,0.063,20100210
77126,0.067,20100311
77126,0.067,20100413
77126,0.067,20100512
77126,0.069,20100611
77126,0.069,20100713
77126,0.069,20100811
77126,0.069,20100913
77126,0.069,20101013
77126,0.069,20101110
77126,0.069,20101213
77126,0.069,20110112
77126,0.069,20110211
77126,0.069,20110311
77126,0.069,20110413
77126,0.069,20110511
77126,0.069,20110613
77126,0.069,20110713
77126,0.069,20110811
